division,district,upazila,union,A2IReference,facilityNameBengali,facilityNameEnglish,facilityTypeBengali,facilityTypeEnglish,email,phone,type
Dhaka,Gazipur,Gazipur Sadar,,division=3&district=20&upazila=163,শহীদ তাজউদ্দিন আহমেদ মেডিকেল কলেজ হাসপাতাল,Shaheed Taj Uddin Ahmad Medical College,মেডিকেল কলেজ,HEALTH_FACILITY,ggazipurmc@ac.dghs.gov.bd,01711220636
Rangpur,Kurigram,Bhurungamari,Andhari Jhar,division=6&district=55&upazila=413,বির ধুরার কুটি সিসি - ভুরুঙ্গামারি,Bir Dhaurar Kuti CC,কমিউনিটি ক্লিনিক,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Bangasonahat,division=6&district=55&upazila=413,বঙ্গ সোনাহাট ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,Bongo Sonahat Union Sub Center,ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Bhurungamari,division=6&district=55&upazila=413,বড়বাড়ীয়া সমাজ উন্নয়ন সংস্থা – ভুরুঙ্গামারি,Borobaria Samaj Unnayan Songstha Bhurungamari,এনজিও হাসপাতাল / ক্লিনিক,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Bhurungamari,division=6&district=55&upazila=413,ব্রাক (বিএইচপি) - ভুরুঙ্গামারি,BRAC (BHP) Bhurungamari,এনজিও হাসপাতাল / ক্লিনিক,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Bangasonahat,division=6&district=55&upazila=413,চর বলদিয়া সিসি - ভুরুঙ্গামারি,Char Baldia CC,কমিউনিটি ক্লিনিক,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Char Bhurungamari,division=6&district=55&upazila=413,চর ভুরুঙ্গামারি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,Char Bhurungamari Union Sub Center,ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Paiker Chhara,division=6&district=55&upazila=413,ছীট পাইকেরছরা সিসি-ভুরুঙ্গামারি,Chhit Paikerchhara CC - Bhurangamari,কমিউনিটি ক্লিনিক,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Joymanirhat,division=6&district=55&upazila=413,ছোট খাতামারি সিসি-ভুরুঙ্গামারি,Chotokhatamari Cc,কমিউনিটি ক্লিনিক,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Bhurungamari,division=6&district=55&upazila=413,দেওয়ানের খামার সিসি-ভুরুঙ্গামারি,Dawaner Khamer CC,কমিউনিটি ক্লিনিক,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Andhari Jhar,division=6&district=55&upazila=413,ধাউড়াড়খুটি সিসি-ভুরুঙ্গামারি,Dhaurarkuti CC,কমিউনিটি ক্লিনিক,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Paiker Chhara,division=6&district=55&upazila=413,গছিডাঙ্গা সিসি-ভুরুঙ্গামারি,Gochhidanga -Bhurangamari,কমিউনিটি ক্লিনিক,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Andhari Jhar,division=6&district=55&upazila=413,হেলোডাঙ্গা সিসি-ভুরুঙ্গামারি,Helodanga CC,কমিউনিটি ক্লিনিক,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Bhurungamari,division=6&district=55&upazila=413,হুছেরবালা সিসি-ভুরুঙ্গামারি,Hucherbala CC,কমিউনিটি ক্লিনিক,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Joymanirhat,division=6&district=55&upazila=413,জয়মনিরহাট ইউনিয়ন স্বাস্থ্য কেন্দ্র,Joymonirhat Union Centre,ইউনিয়ন স্বাস্থ্য কেন্দ্র,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Shilkhuri,division=6&district=55&upazila=413,কাঠগিরি সিসি-ভুরুঙ্গামারি,Kathgiri CC,কমিউনিটি ক্লিনিক,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Andhari Jhar,division=6&district=55&upazila=413,খামার আন্ধারিঝড় সিসি-ভুরুঙ্গামারি,Khamar Andharijhar CC,কমিউনিটি ক্লিনিক,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Bangasonahat,division=6&district=55&upazila=413,মাহিগং চান্দুনিয়া সিসি-ভুরুঙ্গামারি,Mahigong Chandunia CC,কমিউনিটি ক্লিনিক,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Bhurungamari,division=6&district=55&upazila=413,মানিক কাজি সিসি-ভুরুঙ্গামারি,Manik Kazi CC,কমিউনিটি ক্লিনিক,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Pathardubi,division=6&district=55&upazila=413,মৈদাম সিসি-ভুরুঙ্গামারি,Moidam CC,কমিউনিটি ক্লিনিক,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,,division=6&district=55&upazila=413,মংলেরকুটি সিসি-ভুরুঙ্গামারি,Monglerkuti CC,কমিউনিটি ক্লিনিক,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Bhurungamari,division=6&district=55&upazila=413,মাদার ক্লিনিক অ্যান্ড নার্সিং হোম - ভুরুঙ্গামারি,Mother Clinic and Nursing Home Bhurungamari,বেসরকারী হাসপাতাল / ক্লিনিক,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Bhurungamari,division=6&district=55&upazila=413,নলেয়া সিসি-ভুরুঙ্গামারি,Noleya CC,কমিউনিটি ক্লিনিক,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Boldia,division=6&district=55&upazila=413,নর্থ বালদিয়া সিসি-ভুরুঙ্গামারি,North Baldia CC,কমিউনিটি ক্লিনিক,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Shilkhuri,division=6&district=55&upazila=413,নর্থ ধালডাঙ্গা সিসি-ভুরুঙ্গামারি,North Dhaldanga CC,কমিউনিটি ক্লিনিক,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Paiker Chhara,division=6&district=55&upazila=413,পাইকেরছারা সিসি-ভুরুঙ্গামারি,Paikerchhara CC,কমিউনিটি ক্লিনিক,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Paiker Chhara,division=6&district=55&upazila=413,পাইকেরছরা ইউনিয়ন স্বাস্থ্য কেন্দ্র,Paikerchhora Union Centre,ইউনিয়ন স্বাস্থ্য কেন্দ্র,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,,division=6&district=55&upazila=413,পরিবাইক স্বাস্থ্য ক্লিনিক,Paribaik Shastho Clinic Bhurungamari,এনজিও হাসপাতাল / ক্লিনিক,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Pathardubi,division=6&district=55&upazila=413,পাথরডুবি ইউনিয়ন স্বাস্থ্য কেন্দ্র,Patherdubi Union Centre,ইউনিয়ন স্বাস্থ্য কেন্দ্র,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Bhurungamari,division=6&district=55&upazila=413,আরডিআরএস বাংলাদেশ - ভুরুঙ্গামারি,RDRS Bangladesh Bhurungamari,এনজিও হাসপাতাল / ক্লিনিক,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Boldia,division=6&district=55&upazila=413,শাহি বাজার (বলদিয়া) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,Shahi Bazar(boldia) Union Sub Center,ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Shilkhuri,division=6&district=55&upazila=413,শিলকুরি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,Shilkuri Union Sub Center,ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Joymanirhat,division=6&district=55&upazila=413,শিংঝড় সিসি-ভুরুঙ্গামারি,Shingjhar CC,কমিউনিটি ক্লিনিক,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Boldia,division=6&district=55&upazila=413,সংবন্ধা খলিসাকুরি সিসি-ভুরুঙ্গামারি,Sonbondha Kholishakuri CC,কমিউনিটি ক্লিনিক,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Boldia,division=6&district=55&upazila=413,সাউথ বলদিয়া সিসি-ভুরুঙ্গামারি,South Baldia CC,কমিউনিটি ক্লিনিক,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Pathardubi,division=6&district=55&upazila=413,সাউথ বাশজানি সিসি-ভুরুঙ্গামারি,South Bashjani CC,কমিউনিটি ক্লিনিক,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Pathardubi,division=6&district=55&upazila=413,সাউথ পাথরডুবি সিসি-ভুরুঙ্গামারি,South Pathardubi CC,কমিউনিটি ক্লিনিক,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Tilai,division=6&district=55&upazila=413,সাউথ তেলাই সিসি-ভুরুঙ্গামারি,South Telai CC,কমিউনিটি ক্লিনিক,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Tilai,division=6&district=55&upazila=413,তিলাই ইউনিয়ন স্বাস্থ্য কেন্দ্র,Tilai Union Centre,ইউনিয়ন স্বাস্থ্য কেন্দ্র,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Paiker Chhara,division=6&district=55&upazila=413,পাইকের ছরা (ইউএইচ অ্যান্ড এফডবলিওসি) - ভুরুঙ্গামারি - কুড়িগ্রাম,Paiker Chhara (UH&FWC),ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র (এউএইচএন্ডএফডবলিওসি),HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Andhari Jhar,division=6&district=55&upazila=413,আন্ধারিঝড় (ইউএইচ অ্যান্ড এফডবলিওসি) - ভুরুঙ্গামারি - কুড়িগ্রাম,Andharijhar (UH&FWC),ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র (এউএইচএন্ডএফডবলিওসি),HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Joymanirhat,division=6&district=55&upazila=413,জয়মনিরহাট (ইউএইচ অ্যান্ড এফডবলিওসি) - ভুরুঙ্গামারি - কুড়িগ্রাম,Joymanirhat (UH&FWC),ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র (এউএইচএন্ডএফডবলিওসি),HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Pathardubi,division=6&district=55&upazila=413,পাথরডুবি (ইউএইচ অ্যান্ড এফডবলিওসি) -ভুরুঙ্গামারি - কুড়িগ্রাম,Pathardubi (UH&FWC),ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র (এউএইচএন্ডএফডবলিওসি),HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Tilai,division=6&district=55&upazila=413,তিলাই (ইউএইচ অ্যান্ড এফডবলিওসি) - ভুরুঙ্গামারি - কুড়িগ্রাম,Tilai (UH&FWC),ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র (এউএইচএন্ডএফডবলিওসি),HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Bhurungamari,division=6&district=55&upazila=413,উপজেলা  ফ্যামিলি প্লানিং - ভুরুঙ্গামারি - কুড়িগ্রাম,Bhurungamari Upazila Family Planning,উপজেলা পর্যায়ের অফিস,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Bangasonahat,division=6&district=55&upazila=413,ভারাতেরছারা (ময়নাতলা) সিসি-ভুরুঙ্গামারি,Varaterchhara(Moynatala) CC,কমিউনিটি ক্লিনিক,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Bhurungamari,division=6&district=55&upazila=413,ভোটহাট সিসি-ভুরুঙ্গামারি,Votehat CC,কমিউনিটি ক্লিনিক,HEALTH_FACILITY,,
Rangpur,Kurigram,Bhurungamari,Tilai,division=6&district=55&upazila=413,ওয়েস্ট ছাট গোপালপুর সিসি,West Chat Gopalpur CC,কমিউনিটি ক্লিনিক,HEALTH_FACILITY,,
